Category,Category2,Category3,Manufacturer,Product Name,ASIN Code,Description,Image URL,Price,J.Discount Price,K.Stock,L.Tax,M.Status,N.URL,O.Point,P.Point Type,Q.Related Item,R.Related Item,S.Cross Sell,T.Meta Key Words,U.Meta Description,V.Delete Key,W.Cost,X.Price2,Y.Tag,Z.Shipping Fee
Toys & Games,Action Fugures,,Griffin,Griffon Sword Art Online Asuna Action Figure Bust,B00BG3D8ZY,"From Griffon Enterprises. Standing roughly 7 1/2"" tall at 1/7-scale, this detailed figure of the brave Asuna reproduces the flowing hair and skirts - not to mention the sword - of the beautiful, vivacious heroine of the hit anime.",41qUlpol-AL.jpg/416V8RzSWaL.jpg/4116UW0rlKL.jpg/412xob2Bc2BzL.jpg/413TvBmbfRL.jpg/41XLKqRcJVL.jpg/41DDCGGB9qL.jpg,46.51,,100,,1,http://www.amazon.com/Griffon-Sword-Online-Action-Figure/dp/B00BG3D8ZY/ref=sr_1_111?s=toys-and-games&ie=UTF8&qid=1389878236&sr=1-111&keywords=Japan+import&tag=myhawa07-20,0.45,2,,,,Toys & Games/Griffon Sword Art Online Asuna Action Figure Bust/Griffin,"From Griffon Enterprises. Standing roughly 7 1/2"" tall at 1/7-scale, this detailed figure of the brave Asuna reproduces the flowing hair and skirts - not to mention the sword - of the beautiful, vivacious heroine of the hit anime.",,,,,
Toys & Games,Action Fugures,,Kotobukiya,Kotobukiya Yu-Gi-Oh Dark Magician ArtFX J Statue,B009DKVISG,"Kotobukiya proudly present the next statue in the New 52 Justice League ARTFX+ series: Wonder Woman. Following Superman, Green Lantern, and Flash's release, Wonder Woman joins the Justice League team with her New 52 look. 4 down and 3 to go. Stay tuned for other new releases. Features include magnets embedded in the statue's feet, allowing for greater stability on the included Justice League logo base. With the finely sculpted detail in her hair and body armor based on New 52 concept art, Wonder Woman looks great in her new modern look and is sporting a rare full pant leg costume design. The Amazonian warrior looks great displayed alone or alongside other New 52 Justice League ARTFX+ statues like Superman, Green Lantern, and Flash.",412BqnkWIpKL.jpg/412BqnkWIpKL.jpg/412BqnkWIpKL.jpg/412BqnkWIpKL.jpg/412BqnkWIpKL.jpg/412BqnkWIpKL.jpg/412BqnkWIpKL.jpg,57.77,,100,,1,http://www.amazon.com/Kotobukiya-Yu-Gi-Oh-Magician-ArtFX-Statue/dp/B009DKVISG/ref=sr_1_112?s=toys-and-games&ie=UTF8&qid=1389878236&sr=1-112&keywords=Japan+import&tag=myhawa07-20,0.99,2,,,,Toys & Games/Kotobukiya Yu-Gi-Oh Dark Magician ArtFX J Statue/Kotobukiya,"Kotobukiya proudly present the next statue in the New 52 Justice League ARTFX+ series: Wonder Woman. Following Superman, Green Lantern, and Flash's release, Wonder Woman joins the Justice League team with her New 52 look. 4 down and 3 to go. Stay tuned for other new releases. Features include magnets embedded in the statue's feet, allowing for greater stability on the included Justice League logo base. With the finely sculpted detail in her hair and body armor based on New 52 concept art, Wonder Woman looks great in her new modern look and is sporting a rare full pant leg costume design. The Amazonian warrior looks great displayed alone or alongside other New 52 Justice League ARTFX+ statues like Superman, Green Lantern, and Flash.",,,,,
Toys & Games,Action Fugures,,Medicom Toy,"Medicom Toy Star Wars Real Action Heroes No. 580 ""C-3PO (TM)"" (Japan Import)",B007NTDD1O,,31jzGc3gGDL.jpg/31SIMyOxoOL.jpg/41A7SoWILRL.jpg//31jzGc3gGDL.jpg/31jzGc3gGDL.jpg/31jzGc3gGDL.jpg,209.51,,100,,1,http://www.amazon.com/Medicom-Toy-Action-Heroes-Import/dp/B007NTDD1O/ref=sr_1_113?s=toys-and-games&ie=UTF8&qid=1389878236&sr=1-113&keywords=Japan+import&tag=myhawa07-20,0.585,2,,,,"Toys & Games/Medicom Toy Star Wars Real Action Heroes No. 580 ""C-3PO (TM)"" (Japan Import)/Medicom Toy",,,,,,
Toys & Games,Action Fugures,,Animewild,Kara no Kyoukai : Ryogi Shiki [1/7 Scale PVC],B001E40PSI,"Shiki Ryougi, the main character of Kinoko Nasu's light novel is coming back again as a part of Good Smile Company's 10th anniversary rerelease project!The pose is based on the cover illustration of the second book, and accurately reproduces the wistful atmosphere of the original art. Special care has also been taken in sculpting her understated bearing and intricate kimono pattern, making her distinctly vibrant and life-like.This PVC Statue stands approx. 23 cm tall and comes with base in a window box packaging.",41JgCKuhr8L.jpg/41mgpHw2BAL.jpg/41dFB24IJAL.jpg/41liAs2BmhoL.jpg/41qtlBw1JBL.jpg//41JgCKuhr8L.jpg,81.14,,100,,1,http://www.amazon.com/Kara-Kyoukai-Ryogi-Shiki-Scale/dp/B001E40PSI/ref=sr_1_114?s=toys-and-games&ie=UTF8&qid=1389878236&sr=1-114&keywords=Japan+import&tag=myhawa07-20,0.675,2,,,,Toys & Games/Kara no Kyoukai : Ryogi Shiki [1/7 Scale PVC]/Animewild,"Shiki Ryougi, the main character of Kinoko Nasu's light novel is coming back again as a part of Good Smile Company's 10th anniversary rerelease project!The pose is based on the cover illustration of the second book, and accurately reproduces the wistful atmosphere of the original art. Special care has also been taken in sculpting her understated bearing and intricate kimono pattern, making her distinctly vibrant and life-like.This PVC Statue stands approx. 23 cm tall and comes with base in a window box packaging.",,,,,
Toys & Games,Action Fugures,,Kotobukiya,Kotobukiya Yu-Gi-Oh Dark Magician Duel with Destiny ArtFX J Statue,B00BGAHQHS,"A Kotobukiya Japanese import. The hit line of ARTFXJ statues from the world-famous manga/anime series Yu-Gi-Oh. Duel Monsters brings back one of the coolest characters with a stylish new look for a Kotobukiya Japan Store Exclusive, DARK MAGICIAN -DUEL WITH DESTINY-. Joining Seto Kaiba, Yami Yugi and the rest, the new Dark Magician is based on the previous release of the same character but with an all new dark paint scheme. One of Yugi's signature cards, the powerful magician was later revealed to be the spirit of an ancient priest and servant of Pharaoh Atem. The Dark Magician wears the same unique layered armor, intricately sculpted in overlapping plates and his aggressive pose highlights his otherworldly body type as well as his billowing skirt. New for this version are a predominantly dark purple color with pink accents and piping, a more human-like skin tone and a sleek green color for his staff. Sculpted by Haruhi Murakami, Dark Magician -Duel with Destiny- is nearly 12 Inch tall (1/7th scale) as he hovers on his magical display base. As a special bonus, the new dark one comes with a B2 size tapestry illustration of Yami Yugi & Dark Magician by Takahiro Kagami. Summon the Dark Magician to join your Yu-Gi-Oh. collection.",41GrGfAFRLL.jpg/41GrGfAFRLL.jpg/41GrGfAFRLL.jpg/41GrGfAFRLL.jpg/41GrGfAFRLL.jpg/41GrGfAFRLL.jpg/41GrGfAFRLL.jpg,68.37,,100,,1,http://www.amazon.com/Kotobukiya-Yu-Gi-Oh-Magician-Destiny-Statue/dp/B00BGAHQHS/ref=sr_1_115?s=toys-and-games&ie=UTF8&qid=1389878236&sr=1-115&keywords=Japan+import&tag=myhawa07-20,0.99,2,,,,Toys & Games/Kotobukiya Yu-Gi-Oh Dark Magician Duel with Destiny ArtFX J Statue/Kotobukiya,"A Kotobukiya Japanese import. The hit line of ARTFXJ statues from the world-famous manga/anime series Yu-Gi-Oh. Duel Monsters brings back one of the coolest characters with a stylish new look for a Kotobukiya Japan Store Exclusive, DARK MAGICIAN -DUEL WITH DESTINY-. Joining Seto Kaiba, Yami Yugi and the rest, the new Dark Magician is based on the previous release of the same character but with an all new dark paint scheme. One of Yugi's signature cards, the powerful magician was later revealed to be the spirit of an ancient priest and servant of Pharaoh Atem. The Dark Magician wears the same unique layered armor, intricately sculpted in overlapping plates and his aggressive pose highlights his otherworldly body type as well as his billowing skirt. New for this version are a predominantly dark purple color with pink accents and piping, a more human-like skin tone and a sleek green color for his staff. Sculpted by Haruhi Murakami, Dark Magician -Duel with Destiny- is nearly 12 Inch tall (1/7th scale) as he hovers on his magical display base. As a special bonus, the new dark one comes with a B2 size tapestry illustration of Yami Yugi & Dark Magician by Takahiro Kagami. Summon the Dark Magician to join your Yu-Gi-Oh. collection.",,,,,
Toys & Games,Action Fugures,,Kotobukiya,Kotobukiya Star Wars: Empire Strikes Back: Boba Fett (Cloud City Version) ArtFX+ Statue,B0045WEI0C,"A Kotobukiya Japanese import. The hit line of smaller scale Star Wars ArtFX+ Statues is back, and this time it's bringing to life characters from the original films in the all-new Saga Collection. First up is the most notorious bounty hunter in the Outer Rim, Boba Fett (Cloud City Version). Boba Fett stands almost 8"" tall (1/10th-scale) and comes with built-in magnets on the feet allowing the statue to stand along without any dowels. Also comes with special attachment base. Bring to life the memorable Cloud City scene between Darth Vader and Boba Fett.",41-x-iEftzL.jpg/41qxMsLEIPL.jpg//41-x-iEftzL.jpg/41-x-iEftzL.jpg/41-x-iEftzL.jpg/41-x-iEftzL.jpg,100.37,,100,,1,http://www.amazon.com/Kotobukiya-Star-Wars-Strikes-Version/dp/B0045WEI0C/ref=sr_1_116?s=toys-and-games&ie=UTF8&qid=1389878236&sr=1-116&keywords=Japan+import&tag=myhawa07-20,0.81,2,,,,Toys & Games/Kotobukiya Star Wars: Empire Strikes Back: Boba Fett (Cloud City Version) ArtFX+ Statue/Kotobukiya,"A Kotobukiya Japanese import. The hit line of smaller scale Star Wars ArtFX+ Statues is back, and this time it's bringing to life characters from the original films in the all-new Saga Collection. First up is the most notorious bounty hunter in the Outer Rim, Boba Fett (Cloud City Version). Boba Fett stands almost 8"" tall (1/10th-scale) and comes with built-in magnets on the feet allowing the statue to stand along without any dowels. Also comes with special attachment base. Bring to life the memorable Cloud City scene between Darth Vader and Boba Fett.",,,,,
Toys & Games,Action Fugures,,Good Smile,Good Smile Fate/Stay Night: Saber Lily Nendoroid Figure,B002ECDZCW,"From Good Smile Company. The pure white, royal knight -- even more adorable as a Nendoroid. The ever popular Fate/unlimited codes game series has expanded with the recently released PSP version and to accompany its release is this adorable Nendoroid of Saber Lily. Of the many poses the Nendoroid is able to take, it can easily take the pose of its 1/7th scale counterpart, Saber Lily Distant Avalon, as well as the popular pose from the front cover of the limited edition of the PS2 version of the game. Excalibur, Avalon and Caliburn with its scabbard are all included as separate weapons, creating an almost endless number of posing possibilities.",41woR3DH-WL.jpg/41iJvkG9JbL.jpg/41hn87EJDJL.jpg/41Y-kBWGYYL.jpg/41xOmpCqJLL.jpg/412wA0D8P8L.jpg/,33.28,,100,,1,http://www.amazon.com/Good-Smile-Fate-Stay-Night/dp/B002ECDZCW/ref=sr_1_117?s=toys-and-games&ie=UTF8&qid=1389878236&sr=1-117&keywords=Japan+import&tag=myhawa07-20,4.455,2,,,,Toys & Games/Good Smile Fate/Stay Night: Saber Lily Nendoroid Figure/Good Smile,"From Good Smile Company. The pure white, royal knight -- even more adorable as a Nendoroid. The ever popular Fate/unlimited codes game series has expanded with the recently released PSP version and to accompany its release is this adorable Nendoroid of Saber Lily. Of the many poses the Nendoroid is able to take, it can easily take the pose of its 1/7th scale counterpart, Saber Lily Distant Avalon, as well as the popular pose from the front cover of the limited edition of the PS2 version of the game. Excalibur, Avalon and Caliburn with its scabbard are all included as separate weapons, creating an almost endless number of posing possibilities.",,,,,
Toys & Games,Action Fugures,,Hunter,G _ｷ E _ｷ M Series Hunter __Hunter Gon Freaks,B00B8FFWPE,"Gon Freecss figma Hunter x Hunter Action Figure""I'll become the world's best Hunter, and then I'll be back!""From the popular anime 'HUNTER x HUNTER' comes a figma of the series' main character, Gon Freecss!Using the smooth yet posable joints of figma, you can act out a variety of different scenes.A flexible plastic is used for important areas, allowing proportions to be kept without compromising posability.He comes with both a friendly smiling expression and a valiant shouting expression.Eleven different hand parts are included, which include hands to recreate the rock-paper-scissors from the series.The backpack he carried around with him everywhere, two fishing rods as well as a glass to recreate the water divination scenes are all included.An articulated figma stand is included, which allows various poses to be taken.Product DetailsProduct Name figma Gon Freecss (???? ??=?????)Series Hunter x HunterManufacturer Max FactoryCategory figmaSpecifications Painted ABS&PVC non-scale articulated figure with stand included. Approximately 130mm in heightSculptor Max Factory - Masaki AsaiReleased by Max FactoryDistributed by Good Smile CompanyPlease note that the photos shown may differ from the final product.Paintwork is done partially by hand and therefore each product may differ slightly.",41kP8O2BpkLL.jpg/41vl595R69L.jpg/41zjsNEK2BmL.jpg/41WNLPGKu4L.jpg/41Bz3zx4V9L.jpg/41aGLUnohBL.jpg/,40.63,,100,,1,http://www.amazon.com/%C2%B7-Series-Hunter-Gon-Freaks/dp/B00B8FFWPE/ref=sr_1_118?s=toys-and-games&ie=UTF8&qid=1389878236&sr=1-118&keywords=Japan+import&tag=myhawa07-20,4.455,2,,,,Toys & Games/G _ｷ E _ｷ M Series Hunter __Hunter Gon Freaks/Hunter,"Gon Freecss figma Hunter x Hunter Action Figure""I'll become the world's best Hunter, and then I'll be back!""From the popular anime 'HUNTER x HUNTER' comes a figma of the series' main character, Gon Freecss!Using the smooth yet posable joints of figma, you can act out a variety of different scenes.A flexible plastic is used for important areas, allowing proportions to be kept without compromising posability.He comes with both a friendly smiling expression and a valiant shouting expression.Eleven different hand parts are included, which include hands to recreate the rock-paper-scissors from the series.The backpack he carried around with him everywhere, two fishing rods as well as a glass to recreate the water divination scenes are all included.An articulated figma stand is included, which allows various poses to be taken.Product DetailsProduct Name figma Gon Freecss (???? ??=?????)Series Hunter x HunterManufacturer Max FactoryCategory figmaSpecifications Painted ABS&PVC non-scale articulated figure with stand included. Approximately 130mm in heightSculptor Max Factory - Masaki AsaiReleased by Max FactoryDistributed by Good Smile CompanyPlease note that the photos shown may differ from the final product.Paintwork is done partially by hand and therefore each product may differ slightly.",,,,,
Toys & Games,Action Fugures,,Max Factory,Max Factory - Fate/Zero figurine Figma Kiritsugu Emiya 16 cm,B0087D89SM,From the anime 'Fate/Zero' comes this highly detailed and super posable action figure of Kiritsugu Emiya. The figure from Max Factory's amazing 'figma' series stands approx. 16 cm tall and comes with accessories and figure stand.,41xwYUzBhFL.jpg/41JJM3moJcL.jpg/41xQRBF0cDL.jpg/41FELYyjEjL.jpg/41ElIVYL8zL.jpg/41wJBEeEgoL.jpg/41vm2B2B2Be58L.jpg,40.94,,100,,1,http://www.amazon.com/Max-Factory-figurine-Figma-Kiritsugu/dp/B0087D89SM/ref=sr_1_119?s=toys-and-games&ie=UTF8&qid=1389878236&sr=1-119&keywords=Japan+import&tag=myhawa07-20,0.54,2,,,,Toys & Games/Max Factory - Fate/Zero figurine Figma Kiritsugu Emiya 16 cm/Max Factory,From the anime 'Fate/Zero' comes this highly detailed and super posable action figure of Kiritsugu Emiya. The figure from Max Factory's amazing 'figma' series stands approx. 16 cm tall and comes with accessories and figure stand.,,,,,
Toys & Games,Action Fugures,,Bandai,"BANDAI Ultra Egg Ultraseven ""Metron Alien"" (Japan Import)",B008JJOECY,"BANDAI Ultra Egg Ultraseven ""Metron Alien"" (Japan Import)",41GZ809QDlL.jpg/51tlQweUZML.jpg//41GZ809QDlL.jpg/41GZ809QDlL.jpg/41GZ809QDlL.jpg/41GZ809QDlL.jpg,22.94,,100,,1,http://www.amazon.com/BANDAI-Ultra-Ultraseven-Metron-Import/dp/B008JJOECY/ref=sr_1_120?s=toys-and-games&ie=UTF8&qid=1389878236&sr=1-120&keywords=Japan+import&tag=myhawa07-20,1.305,2,,,,"Toys & Games/BANDAI Ultra Egg Ultraseven ""Metron Alien"" (Japan Import)/Bandai","BANDAI Ultra Egg Ultraseven ""Metron Alien"" (Japan Import)",,,,,
Toys & Games,Action Fugures,,Kotobukiya,Kotobukiya I Don't Have Many Friends: Sena Kashiwazaki Ani-Statue,B007TSYQ42,"A Kotobukiya Japanese import. The newest hit franchise to join Kotobukiya's lauded Ani-Statue lineup is Media Factory's Boku wa Tomodachi ga Sukunai, known in the U.S. as I Don't Have Many Friends. A light novel series adapted into both manga and anime, ""Friends"" tells the story of various unpopular students at St. Chronica's Academy who band together to form their own social club. The first member of the Neighbor's Club brought to life is the arrogant, video game playing SENA KASHIWAZAKI. While she may not have many female friends, Sena is bound to get your attention as she lays back with her feet pulled up, calmly eating a cherry. Based on the motif from the cover of the limited edition #6, the blonde girl is barely clothed with her shirt completely open and her short skirt hiked up to her waist to reveal her white panties. The little details really make this an amazing statue, from Sena's beautiful blue eyes to ruffles of her clothing and the matching blue butterfly on her knee and the hair clip holding her long ponytail. But that's not all, the relaxing girl's necktie is removable so you can display her with or without it. While she makes for a stunning centerpiece on her own, she'll also look great alongside the upcoming Haruki Amami Ani-Statue.",41fTVNCV-OL.jpg/41fTVNCV-OL.jpg/41fTVNCV-OL.jpg/41fTVNCV-OL.jpg/41fTVNCV-OL.jpg/41fTVNCV-OL.jpg/41fTVNCV-OL.jpg,86.13,,100,,1,http://www.amazon.com/Kotobukiya-Dont-Have-Many-Friends/dp/B007TSYQ42/ref=sr_1_121?s=toys-and-games&ie=UTF8&qid=1389878392&sr=1-121&keywords=Japan+import&tag=myhawa07-20,5.4,2,,,,Toys & Games/Kotobukiya I Don't Have Many Friends: Sena Kashiwazaki Ani-Statue/Kotobukiya,"A Kotobukiya Japanese import. The newest hit franchise to join Kotobukiya's lauded Ani-Statue lineup is Media Factory's Boku wa Tomodachi ga Sukunai, known in the U.S. as I Don't Have Many Friends. A light novel series adapted into both manga and anime, ""Friends"" tells the story of various unpopular students at St. Chronica's Academy who band together to form their own social club. The first member of the Neighbor's Club brought to life is the arrogant, video game playing SENA KASHIWAZAKI. While she may not have many female friends, Sena is bound to get your attention as she lays back with her feet pulled up, calmly eating a cherry. Based on the motif from the cover of the limited edition #6, the blonde girl is barely clothed with her shirt completely open and her short skirt hiked up to her waist to reveal her white panties. The little details really make this an amazing statue, from Sena's beautiful blue eyes to ruffles of her clothing and the matching blue butterfly on her knee and the hair clip holding her long ponytail. But that's not all, the relaxing girl's necktie is removable so you can display her with or without it. While she makes for a stunning centerpiece on her own, she'll also look great alongside the upcoming Haruki Amami Ani-Statue.",,,,,
Toys & Games,Action Fugures,,Kaiyodo,Kaiyodo Takeya Revoltech Action Figure: #001 Tamonten Wooden Version,B007Z76WJY,"Imported from Japan. The Revoltech line of highly-detailed and highly-articulated action figures turns its gaze to the gods of the Buddhist pantheon with the figures of the Takeya Revoltech line. Each of these figures features a detailed sculpt of the diety, along with flaming halos and an impressive display base. The first figure, Tomonten, is the chief of the Four Heavenly Kings and the guardian of the northern direction. Komokuten, the guardian of the west, is the second figure in the series. The guardian of the south, Zochouten, is the fourth figure in the series, and the guardian of the east, Jikokuten, is the fifth figure. Also in the series is the third figure - an Ashura, one of the triple-headed demi-gods, who are prone to wallow in pride and wrath. Each of these Buddhist statue figures stands roughly 5"" tall. Window box packaging.",41-mdtYb6bL.jpg/51JNEzH7K7L.jpg/51LHEzjWZUL.jpg/61NkGBZYLVL.jpg/41KbjC2BWomL.jpg/41a5F9HfAxL.jpg/41rE2LXcwyL.jpg,23.18,,100,,1,http://www.amazon.com/Kaiyodo-Takeya-Revoltech-Action-Figure/dp/B007Z76WJY/ref=sr_1_122?s=toys-and-games&ie=UTF8&qid=1389878392&sr=1-122&keywords=Japan+import&tag=myhawa07-20,4.095,2,,,,Toys & Games/Kaiyodo Takeya Revoltech Action Figure: #001 Tamonten Wooden Version/Kaiyodo,"Imported from Japan. The Revoltech line of highly-detailed and highly-articulated action figures turns its gaze to the gods of the Buddhist pantheon with the figures of the Takeya Revoltech line. Each of these figures features a detailed sculpt of the diety, along with flaming halos and an impressive display base. The first figure, Tomonten, is the chief of the Four Heavenly Kings and the guardian of the northern direction. Komokuten, the guardian of the west, is the second figure in the series. The guardian of the south, Zochouten, is the fourth figure in the series, and the guardian of the east, Jikokuten, is the fifth figure. Also in the series is the third figure - an Ashura, one of the triple-headed demi-gods, who are prone to wallow in pride and wrath. Each of these Buddhist statue figures stands roughly 5"" tall. Window box packaging.",,,,,
Toys & Games,Action Fugures,,Kotobukiya,Kotobukiya Frame Arms - Extend Arms 02 for Baselard Plastic Model Kit,B009GCQNN6,"A Kotobukiya Japanese import. Kotobukiya proudly presents the second entry in a new category of Frame Arms model kits: the Extended Arms. These sets incorporate new weapons and additional parts centered on a specific frame, but can be used on any robot in the series. After the initial release focusing on the Revenant comes EXTEND ARMS 02 FOR BASELARD. These new add-on parts allow for the creation of a completely new look and silhouette for the awesome Base lard model kit (sold separately), predominantly devoted to massive shields/weapon platforms for both arms. Consisting of 50 pieces modeled in pre-colored plastic, these additions can be attached and displayed according to your preference. And while they were designed with the Base lard frame in mind, they are 100% compatible with any other robot in the Frame Arms lineup.",41dFE0Y6t0L.jpg/51AKXE20yYL.jpg/51XMRztL2SL.jpg/51oFk4gk4IL.jpg/51vBlWHl4pL.jpg/51EOdf8ZzzL.jpg/51lkMWW0bdL.jpg,19.99,,100,,1,http://www.amazon.com/Kotobukiya-Frame-Arms-Baselard-Plastic/dp/B009GCQNN6/ref=sr_1_123?s=toys-and-games&ie=UTF8&qid=1389878392&sr=1-123&keywords=Japan+import&tag=myhawa07-20,3.6,2,,,,Toys & Games/Kotobukiya Frame Arms - Extend Arms 02 for Baselard Plastic Model Kit/Kotobukiya,"A Kotobukiya Japanese import. Kotobukiya proudly presents the second entry in a new category of Frame Arms model kits: the Extended Arms. These sets incorporate new weapons and additional parts centered on a specific frame, but can be used on any robot in the series. After the initial release focusing on the Revenant comes EXTEND ARMS 02 FOR BASELARD. These new add-on parts allow for the creation of a completely new look and silhouette for the awesome Base lard model kit (sold separately), predominantly devoted to massive shields/weapon platforms for both arms. Consisting of 50 pieces modeled in pre-colored plastic, these additions can be attached and displayed according to your preference. And while they were designed with the Base lard frame in mind, they are 100% compatible with any other robot in the Frame Arms lineup.",,,,,
Toys & Games,Action Fugures,,Kotobukiya,"Kotobukiya Green Lantern New 52 ""DC Comics"" ArtFX + Statue",B008KHG21Q,"A KOTOBUKIYA Japanese import! Kotobukiya's line of DC Comics ""New 52"" ARTFX+ Statues continues, capturing the new looks and costumes of heroes in the Justice League. Coming hot on the heels of Superman is fellow Leaguer and Earth's first member of the intergalactic police force, GREEN LANTERN! When Sector 2814's previous Lantern Abin Sur crashed on Earth, his ring sought a worthy successor and found test pilot Hal Jordan. Brash and fearless, the Emerald Warrior uses his power ring to fly and create solid light constructs of whatever he can imagine. Following Superman's lead, Green Lantern stands in a heroic pose that's perfect for a lineup of Earth's most powerful protectors. The cocky Justice Leaguer stands with his feet apart and arms at his sides, with his right fist raised and ready to unleash his ring's energy. Kotobukiya's excellent craftsmanship can be seen in the intricate details of Green Lantern's ring-generated New 52-style suit including the shoulder pad-like armor and of course the logo on his chest. Jordan's green mask is perfect, as is his wind-blown brown hair. Green Lantern stands nearly 7 _ｽ inches tall (in the ARTFX+ 1/10th scale) and was sculpted by master artist Atelier Bamboo. Magnets in his feet make him perfectly stable on his included display base, and he'll look perfect on your shelf next to the rest of the Justice League (coming soon)!",31s7XhNzdeL.jpg/41ElFigeNyL.jpg/51xc-qCaUTL.jpg/41HxeNMqZ2L.jpg/51dZNti7aTL.jpg/41dOKZXCkRL.jpg/41N3GO5H0jL.jpg,38.14,,100,,1,http://www.amazon.com/Kotobukiya-Green-Lantern-Comics-Statue/dp/B008KHG21Q/ref=sr_1_124?s=toys-and-games&ie=UTF8&qid=1389878392&sr=1-124&keywords=Japan+import&tag=myhawa07-20,0.765,2,,,,"Toys & Games/Kotobukiya Green Lantern New 52 ""DC Comics"" ArtFX + Statue/Kotobukiya","A KOTOBUKIYA Japanese import! Kotobukiya's line of DC Comics ""New 52"" ARTFX+ Statues continues, capturing the new looks and costumes of heroes in the Justice League. Coming hot on the heels of Superman is fellow Leaguer and Earth's first member of the intergalactic police force, GREEN LANTERN! When Sector 2814's previous Lantern Abin Sur crashed on Earth, his ring sought a worthy successor and found test pilot Hal Jordan. Brash and fearless, the Emerald Warrior uses his power ring to fly and create solid light constructs of whatever he can imagine. Following Superman's lead, Green Lantern stands in a heroic pose that's perfect for a lineup of Earth's most powerful protectors. The cocky Justice Leaguer stands with his feet apart and arms at his sides, with his right fist raised and ready to unleash his ring's energy. Kotobukiya's excellent craftsmanship can be seen in the intricate details of Green Lantern's ring-generated New 52-style suit including the shoulder pad-like armor and of course the logo on his chest. Jordan's green mask is perfect, as is his wind-blown brown hair. Green Lantern stands nearly 7 _ｽ inches tall (in the ARTFX+ 1/10th scale) and was sculpted by master artist Atelier Bamboo. Magnets in his feet make him perfectly stable on his included display base, and he'll look perfect on your shelf next to the rest of the Justice League (coming soon)!",,,,,
Toys & Games,Action Fugures,,Kotobukiya,Kotobukiya Mega Man: Rockman Plastic Model Kit,B003NE4J4S,"A Kotobukiya Japanese import. Kotobukiya is proud to release MEGA MAN, also known as ""Rockman,"" Capcom's world-renowned and beloved hero as an all-new plastic model kit. MEGA MAN: Standing 5"" tall (1/10th scale), the video game hero is comprised of approximately 200 pieces and has 30 points of articulation for excellent posing. Mega Man also comes with bonus parts so that you can display him as you choose. There are two interchangeable blasts for his Mega Blaster: standard and ""charged"". He also has three types of pre-applied tampo printed faces for a variety of facial expressions and even an in-scale ""E"" can.",41mVg3t9U9L.jpg/41faF6CbARL.jpg/41XsOv5s11L.jpg/417Z52BfIVXL.jpg/41IPGaYisOL.jpg/312BczbK2kgL.jpg/41K9OZu29-L.jpg,74.54,,100,,1,http://www.amazon.com/Kotobukiya-Mega-Man-Rockman-Plastic/dp/B003NE4J4S/ref=sr_1_125?s=toys-and-games&ie=UTF8&qid=1389878392&sr=1-125&keywords=Japan+import&tag=myhawa07-20,4.77,2,,,,Toys & Games/Kotobukiya Mega Man: Rockman Plastic Model Kit/Kotobukiya,"A Kotobukiya Japanese import. Kotobukiya is proud to release MEGA MAN, also known as ""Rockman,"" Capcom's world-renowned and beloved hero as an all-new plastic model kit. MEGA MAN: Standing 5"" tall (1/10th scale), the video game hero is comprised of approximately 200 pieces and has 30 points of articulation for excellent posing. Mega Man also comes with bonus parts so that you can display him as you choose. There are two interchangeable blasts for his Mega Blaster: standard and ""charged"". He also has three types of pre-applied tampo printed faces for a variety of facial expressions and even an in-scale ""E"" can.",,,,,
